,Unnamed: 0,Unnamed: 0.1,Gene,Non-unique Gene name,Annotation,Number_pos_present_in,Number_neg_present_in,Number_pos_not_present_in,Number_neg_not_present_in,Sensitivity,Specificity,Odds_ratio,Naive_p,Bonferroni_p,Benjamini_H_p,Max_Pairwise_comparisons,Max_supporting_pairs,Max_opposing_pairs,Best_pairwise_comp_p,Worst_pairwise_comp_p
413,413,413,group_2445,,hypothetical protein,4,7,294,114,1.342281879194631,94.21487603305783,0.2215743440233236,0.0161709413137153,1.0,0.1375311216560186,9,4,5,1.0,1.0
414,414,414,group_352,,hypothetical protein,14,14,284,107,4.697986577181208,88.42975206611571,0.3767605633802817,0.0162894644282491,1.0,0.1382053114502778,9,5,6,0.5078125,1.0
415,415,415,pilE1_2,,Fimbrial protein,62,13,236,108,20.80536912751678,89.25619834710744,2.182529335071708,0.0164488858921083,1.0,0.1392224212166192,7,6,1,0.125,0.125
422,419,417,traL,,Protein TraL,136,71,162,50,45.63758389261745,41.32231404958678,0.5912015301686663,0.0177183800638012,1.0,0.1474856175050692,6,3,4,0.6875000000000002,1.0
421,416,422,group_2478,,hypothetical protein,136,71,162,50,45.63758389261745,41.32231404958678,0.5912015301686663,0.0177183800638012,1.0,0.1474856175050692,6,3,4,0.6875000000000002,1.0
420,418,420,group_2473,,Conjugal transfer protein TrbH,136,71,162,50,45.63758389261745,41.32231404958678,0.5912015301686663,0.0177183800638012,1.0,0.1474856175050692,6,3,4,0.6875000000000002,1.0
417,421,416,traM,,Protein TraM,136,71,162,50,45.63758389261745,41.32231404958678,0.5912015301686663,0.0177183800638012,1.0,0.1474856175050692,6,3,4,0.6875000000000002,1.0
418,420,418,group_1511,,hypothetical protein,136,71,162,50,45.63758389261745,41.32231404958678,0.5912015301686663,0.0177183800638012,1.0,0.1474856175050692,6,3,4,0.6875000000000002,1.0
416,422,419,group_2463,,"Signal peptidase, peptidase S26",136,71,162,50,45.63758389261745,41.32231404958678,0.5912015301686663,0.0177183800638012,1.0,0.1474856175050692,6,3,4,0.6875000000000002,1.0
419,417,421,ssbB,,Single-stranded DNA-binding protein B,136,71,162,50,45.63758389261745,41.32231404958678,0.5912015301686663,0.0177183800638012,1.0,0.1474856175050692,6,3,4,0.6875000000000002,1.0
423,423,423,group_282,pilE1_2,Fimbrial protein,18,1,280,120,6.04026845637584,99.17355371900828,7.714285714285714,0.018474922211041,1.0,0.152700002594074,6,5,1,0.21875,0.21875
424,424,424,group_645,pilE_2,Fimbrial protein,18,1,280,120,6.04026845637584,99.17355371900828,7.714285714285714,0.018474922211041,1.0,0.152700002594074,6,6,1,0.03125,0.21875
425,425,425,group_987,,hypothetical protein,18,1,280,120,6.04026845637584,99.17355371900828,7.714285714285714,0.018474922211041,1.0,0.152700002594074,8,7,1,0.0703125,0.0703125
495,436,499,virB9,,Type IV secretion system protein virB9,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
496,435,504,group_2932,virB4,Type IV secretion system protein virB4,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
497,434,503,virB5,,Type IV secretion system protein virB5,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
498,433,502,group_2930,,TrbL/VirB6 plasmid conjugal transfer protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
494,437,493,group_2921,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
501,479,480,group_2612,pilE_6,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
500,430,494,group_2922,topB_2,DNA topoisomerase 3,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
502,428,497,group_2925,,Type IV secretion system protein VirB11,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
503,427,496,group_2924,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
504,426,495,ssb_1,,Single-stranded DNA-binding protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
499,431,501,group_2929,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
493,438,481,group_2628,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
481,478,520,group_2987,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
491,440,490,group_2918,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
490,441,489,virD2,,T-DNA border endonuclease VirD2,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
489,442,488,group_2916,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
488,443,487,group_2915,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
487,444,486,group_2728,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
486,445,485,group_2726,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
485,446,484,group_2704,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
484,447,483,group_2672,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,3,0,3,0.25,0.25
483,448,482,group_2629,pilE_4,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
482,449,505,group_2933,,TrbC/VIRB2 pilin,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
505,450,492,virD4,,Protein VirD4,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
492,439,491,group_2919,traC_2,DNA primase TraC,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
506,451,506,virB1,,Type IV secretion system protein virB1,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
527,458,528,group_3502,pilE_8,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
508,453,508,group_2937,,"Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT",0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
532,463,523,group_3019,,Pretoxin HINT domain protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
531,462,524,group_3026,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
530,461,525,group_3303,pilE1_1,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
529,460,526,group_3499,tbpB_2,Transferrin-binding protein 2,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
528,454,532,group_978,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,2,0,2,0.5,0.5
533,459,533,rusA,,Endodeoxyribonuclease RusA,133,69,165,52,44.63087248322148,42.97520661157025,0.6074659639877031,0.023660369142375,1.0,0.1560077897945741,16,12,12,0.076812744140625,0.076812744140625
526,457,529,group_3530,pilE_7,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
525,456,530,group_3738,pilE1_2,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
524,455,531,group_945,pilE1_1,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
523,465,507,group_2936,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
522,464,522,group_3002,pilE_5,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,2,0,2,0.5,0.5
507,429,498,group_2926,,Type IV secretion system protein virB10,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
521,471,515,xerC_3,,Tyrosine recombinase XerC,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
519,467,519,group_2986,,Type I restriction modification DNA specificity domain protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
518,468,518,group_2965,pilE1_1,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
517,469,517,group_2950,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
516,470,516,relE2,,Toxin RelE2,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
515,452,527,group_3500,pilE_6,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
514,472,514,group_2943,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
513,473,513,group_2942,traL,Protein TraL,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
512,474,512,group_2941,,TrbM,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
511,475,511,group_2940,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
510,476,510,group_2939,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
509,477,509,group_2938,,Helix-turn-helix,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
520,466,521,group_2999,gloA,Lactoylglutathione lyase,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,2,0,2,0.5,0.5
480,432,500,virB8,,Type IV secretion system protein virB8,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
432,500,430,group_1253,,hypothetical protein,181,58,117,63,60.738255033557046,52.066115702479344,1.6803713527851458,0.0220007770877004,1.0,0.1560077897945741,16,13,10,0.021270751953125,0.454498291015625
478,520,466,group_1904,,hypothetical protein,298,118,0,3,100.0,2.479338842975207,inf,0.0236585006583253,1.0,0.1560077897945741,2,2,0,0.5,0.5
449,505,450,group_2475,,TrbC/VIRB2 pilin,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
448,482,449,group_2474,,"Type IV secretory pathway, VirB3-like protein",137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
447,483,448,hin,,DNA-invertase hin,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
446,484,447,group_2469,,hypothetical protein,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
445,485,446,group_2467,,DNA methylase,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
444,486,445,group_2466,,hypothetical protein,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
443,487,444,group_2465,,hypothetical protein,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
442,488,443,korB,,Transcriptional repressor protein KorB,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
441,489,442,parA_2,,Chromosome partitioning protein ParA,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
440,490,441,trfA,,Plasmid replication initiator protein TrfA,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
439,491,440,group_1518,,VirB8 protein,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
438,481,478,group_2604,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
437,493,438,group_1516,,hypothetical protein,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
436,499,431,group_2340,,hypothetical protein,12,0,286,121,4.026845637583892,100.0,inf,0.0223074856002455,1.0,0.1560077897945741,4,4,0,0.125,0.125
435,504,426,group_98,,hypothetical protein,26,3,272,118,8.724832214765101,97.5206611570248,3.7598039215686274,0.0200181726986304,1.0,0.1560077897945741,8,6,2,0.2890624999999999,0.2890624999999999
434,503,427,cycA,,Cytochrome c-552,276,119,22,2,92.61744966442951,1.6528925619834711,0.2108479755538579,0.020231454274946,1.0,0.1560077897945741,8,1,7,0.0703125,0.0703125
433,502,428,group_270,,hypothetical protein,170,84,128,37,57.04697986577181,30.57851239669421,0.5850074404761905,0.0205976490287223,1.0,0.1560077897945741,14,8,10,0.1795654296875,0.7905273437500004
431,501,479,group_2609,pilE_2,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
430,494,437,group_1515,,hypothetical protein,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
479,480,432,group_273,pilE_5,Fimbrial protein,12,0,286,121,4.026845637583892,100.0,inf,0.0223074856002455,1.0,0.1560077897945741,4,4,0,0.125,0.125
428,497,434,pilE_4,,Fimbrial protein,112,31,186,90,37.58389261744966,74.3801652892562,1.7481789802289285,0.0227962965041053,1.0,0.1560077897945741,16,12,10,0.076812744140625,0.454498291015625
427,496,435,topB_2,,DNA topoisomerase 3,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
426,495,436,group_1514,,hypothetical protein,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
450,492,439,group_1517,,Conjugal transfer protein,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
451,506,451,group_2476,,Helix-turn-helix,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
429,498,433,group_1918,,hypothetical protein,178,57,120,64,59.73154362416108,52.89256198347108,1.6654970760233918,0.0224224028305158,1.0,0.1560077897945741,14,13,7,0.0018310546875,1.0
453,508,453,traJ,,Protein TraJ,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
477,509,477,group_2557,,hypothetical protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
476,510,476,group_2526,pilE_4,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
475,511,475,group_1689,pilE_3,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,2,0,2,0.5,0.5
474,512,474,group_1688,pilE1_1,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,1,0,1,1.0,1.0
473,513,473,group_1648,pilE_8,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,2,0,2,0.5,0.5
472,514,472,group_1633,pilE1_1,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,2,0,2,0.5,0.5
452,527,458,group_628,,hypothetical protein,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
470,516,470,group_1619,pilE_11,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,2,0,2,0.5,0.5
469,517,469,group_1614,pilE_2,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,2,0,2,0.5,0.5
468,518,468,group_1568,pilE_3,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,2,0,2,0.5,0.5
467,519,467,comEA_3,,ComE operon protein 1,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,3,0,3,0.25,0.25
466,521,471,group_1630,pilE1_4,Fimbrial protein,0,3,298,118,0.0,97.5206611570248,0.0,0.0236585006583253,1.0,0.1560077897945741,2,0,2,0.5,0.5
471,515,452,group_274,,TrbM,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
464,522,464,group_935,,Putative conjugal transfer protein,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
465,507,429,group_2553,,hypothetical protein,7,9,291,112,2.348993288590604,92.56198347107438,0.2993508972890416,0.0218071703161216,1.0,0.1560077897945741,5,3,3,1.0,1.0
455,531,462,group_932,,hypothetical protein,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
456,530,461,group_931,,hypothetical protein,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
457,529,460,group_930,,hypothetical protein,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
458,528,454,traC_2,,DNA primase TraC,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
454,532,463,group_934,,Zeta toxin,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
460,526,457,traG,,Conjugal transfer protein TraG,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
461,525,456,traI,,Protein TraI,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
462,524,455,virB4,,Type IV secretion system protein virB4,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
463,523,465,group_1616,,hypothetical protein,2,5,296,116,0.6711409395973155,95.86776859504133,0.1567567567567567,0.0233914064013818,1.0,0.1560077897945741,6,1,5,0.21875,0.21875
459,533,459,group_929,,hypothetical protein,137,71,161,50,45.97315436241611,41.32231404958678,0.5992476598722771,0.0233876987052629,1.0,0.1560077897945741,5,3,3,1.0,1.0
534,534,534,group_2458,,RelE toxin of RelE / RelB toxin-antitoxin system,13,0,285,121,4.362416107382551,100.0,inf,0.0240650662016634,1.0,0.1580841382389122,2,2,0,0.5,0.5
535,535,535,group_2459,,Helix-turn-helix,13,0,285,121,4.362416107382551,100.0,inf,0.0240650662016634,1.0,0.1580841382389122,2,2,0,0.5,0.5
536,536,536,piiC_5,,Outer membrane protein P.IIC,63,14,235,107,21.14093959731544,88.42975206611571,2.048936170212766,0.0254807153002006,1.0,0.1670718781601607,16,12,6,0.076812744140625,0.454498291015625
537,537,537,group_2013,,hypothetical protein,297,117,1,4,99.66442953020132,3.3057851239669422,10.153846153846152,0.0259862537409383,1.0,0.169126801149434,2,1,1,1.0,1.0
538,538,538,group_2720,,ThiS family protein,1,4,297,117,0.3355704697986577,96.69421487603306,0.0984848484848484,0.0259862537409383,1.0,0.169126801149434,2,1,1,1.0,1.0
539,539,539,group_3729,,hypothetical protein,1,4,297,117,0.3355704697986577,96.69421487603306,0.0984848484848484,0.0259862537409383,1.0,0.169126801149434,2,1,1,1.0,1.0
540,540,540,group_996,pilE_6,Fimbrial protein,1,4,297,117,0.3355704697986577,96.69421487603306,0.0984848484848484,0.0259862537409383,1.0,0.169126801149434,3,1,2,1.0,1.0
541,541,541,group_242,,hypothetical protein,86,22,212,99,28.85906040268457,81.81818181818183,1.8254716981132075,0.0264022671849549,1.0,0.1715173113620412,12,9,5,0.14599609375,0.7744140625000003
542,542,542,group_1522,,hypothetical protein,22,18,276,103,7.38255033557047,85.12396694214877,0.4561191626409018,0.0264611983599402,1.0,0.1715835716857268,12,6,7,0.7744140625000003,1.0
546,544,545,group_2454,,hypothetical protein,16,1,282,120,5.369127516778524,99.17355371900828,6.808510638297872,0.0303220969616136,1.0,0.1951811762373702,7,6,1,0.125,0.125
545,543,546,group_483,pilE_9,Fimbrial protein,16,1,282,120,5.369127516778524,99.17355371900828,6.808510638297872,0.0303220969616136,1.0,0.1951811762373702,6,5,1,0.21875,0.21875
543,546,544,group_2675,,Type II transport protein GspH,17,1,281,120,5.704697986577181,99.17355371900828,7.259786476868327,0.0303010898260701,1.0,0.1951811762373702,10,10,1,0.001953125,0.0214843749999999
544,545,543,group_1471,,hypothetical protein,91,51,207,70,30.536912751677853,57.85123966942148,0.6033911149000664,0.0302014957929996,1.0,0.1951811762373702,16,12,9,0.076812744140625,0.8036193847656252
547,547,547,ptlG,,Type IV secretion system protein virB10,137,70,161,51,45.97315436241611,42.14876033057851,0.6199645075421473,0.0311541679174058,1.0,0.2001712139364707,5,3,3,1.0,1.0
548,548,548,group_2470,,hypothetical protein,135,69,163,52,45.3020134228188,42.97520661157025,0.6241664443851693,0.0314764911499467,1.0,0.2018738166465617,8,4,5,0.7265625000000002,1.0
549,549,549,group_2537,vapD_1,Endoribonuclease VapD,36,25,262,96,12.08053691275168,79.33884297520662,0.5276335877862596,0.0317487073110607,1.0,0.2028805779351088,9,7,4,0.1796875,1.0
550,550,550,group_2538,,Putative DNA-binding domain protein,36,25,262,96,12.08053691275168,79.33884297520662,0.5276335877862596,0.0317487073110607,1.0,0.2028805779351088,9,7,4,0.1796875,1.0
551,551,551,group_108,,hypothetical protein,268,99,30,22,89.93288590604027,18.181818181818183,1.9851851851851847,0.0324792689721039,1.0,0.2064251011746896,15,7,11,0.1184692382812499,0.9999999999999996
552,552,552,group_144,,hypothetical protein,268,99,30,22,89.93288590604027,18.181818181818183,1.9851851851851847,0.0324792689721039,1.0,0.2064251011746896,15,7,11,0.1184692382812499,0.9999999999999996
553,553,553,dnaC_1,,Replicative DNA helicase,268,99,30,22,89.93288590604027,18.181818181818183,1.9851851851851847,0.0324792689721039,1.0,0.2064251011746896,15,7,11,0.1184692382812499,0.9999999999999996
554,554,554,group_76,pilE_4,Fimbrial protein,9,10,289,111,3.02013422818792,91.73553719008264,0.3456747404844291,0.0343357383351608,1.0,0.217830873293876,10,5,7,0.3437499999999999,1.0
555,555,555,group_272,,hypothetical protein,61,14,237,107,20.469798657718123,88.42975206611571,1.967148884870404,0.0347489645648803,1.0,0.2200559428650065,12,7,5,0.7744140625000003,0.7744140625000003
556,556,556,group_40,,hypothetical protein,100,28,198,93,33.557046979865774,76.85950413223141,1.6774891774891776,0.0360618108748857,1.0,0.2279598493545288,15,9,10,0.3017578125000001,0.6072387695312501
557,557,557,group_529,,hypothetical protein,132,40,166,81,44.29530201342282,66.94214876033058,1.6102409638554216,0.0375516267158202,1.0,0.2369521105132669,14,7,8,0.7905273437500004,1.0
558,558,558,group_2547,,Peptidase C39 family protein,4,6,294,115,1.342281879194631,95.0413223140496,0.2607709750566893,0.0377398473834864,1.0,0.2372892904236713,6,3,3,1.0,1.0
559,559,559,group_2556,,hypothetical protein,4,6,294,115,1.342281879194631,95.0413223140496,0.2607709750566893,0.0377398473834864,1.0,0.2372892904236713,5,3,2,1.0,1.0
565,563,561,group_1504,,hypothetical protein,11,0,287,121,3.691275167785235,100.0,inf,0.0384758873867011,1.0,0.2393526492731,4,4,0,0.125,0.125
564,560,565,group_925,pilE_4,Fimbrial protein,11,0,287,121,3.691275167785235,100.0,inf,0.0384758873867011,1.0,0.2393526492731,1,1,0,1.0,1.0
562,562,562,group_1578,pilE_3,Fimbrial protein,11,0,287,121,3.691275167785235,100.0,inf,0.0384758873867011,1.0,0.2393526492731,4,4,0,0.125,0.125
561,564,560,group_1786,,CRISPR-associated protein (Cas_Csd1),287,121,11,0,96.30872483221476,0.0,0.0,0.0384758873867011,1.0,0.2393526492731,7,0,7,0.015625,0.015625
560,565,563,group_1580,pilE_6,Fimbrial protein,11,0,287,121,3.691275167785235,100.0,inf,0.0384758873867011,1.0,0.2393526492731,4,4,0,0.125,0.125
563,561,564,group_2444,,hypothetical protein,11,0,287,121,3.691275167785235,100.0,inf,0.0384758873867011,1.0,0.2393526492731,4,4,0,0.125,0.125
566,566,566,group_1487,,hypothetical protein,27,20,271,101,9.060402684563758,83.47107438016529,0.5031365313653137,0.0392432447966448,1.0,0.2436957053421276,15,11,6,0.1184692382812499,0.6072387695312501
567,567,567,group_347,,hypothetical protein,169,55,129,66,56.71140939597316,54.54545454545454,1.572093023255814,0.0402978423873034,1.0,0.2498040546579147,16,11,7,0.2101135253906249,0.8036193847656252
